School ID,School name,School division,School type,City,Address,Website,General email,Phone,Principal,Vice-principal,Graduation coordinator,Administrative assistant,Student leadership contact,Approximate enrolment,Approximate graduating class,Graduation date,Graduation venue,Graduation page,Opportunity tier,Opportunity score,Main approval route,Main contact,Backup contact,Notes,Source URLs,Date verified
SCH-058,Martensville High School,Prairie Spirit School Division No. 206,Regional public secondary school,Martensville,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,86,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-059,Delisle Composite School,Prairie Spirit School Division No. 206,Regional public secondary school,Delisle,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,73,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-060,Clavet Composite School,Prairie Spirit School Division No. 206,Regional public secondary school,Clavet,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,72,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-061,Dalmeny High School,Prairie Spirit School Division No. 206,Regional public secondary school,Dalmeny,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,72,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-062,Allan Composite School,Prairie Spirit School Division No. 206,Regional public secondary school,Allan,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,64,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-063,Rosthern Community School,Prairie Spirit School Division No. 206,Regional public secondary school,Rosthern,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,70,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-064,Hague High School,Prairie Spirit School Division No. 206,Regional public secondary school,Hague,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,68,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-065,Aberdeen Composite School,Prairie Spirit School Division No. 206,Regional public secondary school,Aberdeen,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,66,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-066,Hanley Composite School,Prairie Spirit School Division No. 206,Regional public secondary school,Hanley,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.spiritsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 180–1,200 students depending community; verify.",Estimated 20–240 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,64,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Prairie Spirit School Division No. 206 main office — 306-683-2800,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.spiritsd.ca/; https://www.spiritsd.ca/,2026-06-26
SCH-067,Humboldt Collegiate Institute,Horizon School Division No. 205,Regional public secondary school,Humboldt,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.horizonsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–700 students; verify.,Estimated 20–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,80,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Horizon School Division No. 205 main office — 306-682-2558,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.horizonsd.ca/; https://www.horizonsd.ca/,2026-06-26
SCH-068,Lanigan Central High School,Horizon School Division No. 205,Regional public secondary school,Lanigan,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.horizonsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–700 students; verify.,Estimated 20–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,68,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Horizon School Division No. 205 main office — 306-682-2558,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.horizonsd.ca/; https://www.horizonsd.ca/,2026-06-26
SCH-069,Wynyard Composite High School,Horizon School Division No. 205,Regional public secondary school,Wynyard,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.horizonsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–700 students; verify.,Estimated 20–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,68,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Horizon School Division No. 205 main office — 306-682-2558,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.horizonsd.ca/; https://www.horizonsd.ca/,2026-06-26
SCH-070,Winston High School,Horizon School Division No. 205,Regional public secondary school,Watrous,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.horizonsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–700 students; verify.,Estimated 20–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,66,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Horizon School Division No. 205 main office — 306-682-2558,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.horizonsd.ca/; https://www.horizonsd.ca/,2026-06-26
SCH-071,Davidson School,Horizon School Division No. 205,Regional public secondary school,Davidson,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.horizonsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–700 students; verify.,Estimated 20–140 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,64,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Horizon School Division No. 205 main office — 306-682-2558,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.horizonsd.ca/; https://www.horizonsd.ca/,2026-06-26
SCH-072,Melfort and Unit Comprehensive Collegiate,North East School Division No. 200,Regional public secondary school,Melfort,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nesd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 180–900 students; verify.,Estimated 20–180 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,82,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,North East School Division No. 200 main office — 306-752-5741,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nesd.ca/; https://www.nesd.ca/,2026-06-26
SCH-073,L.P. Miller Comprehensive School,North East School Division No. 200,Regional public secondary school,Nipawin,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nesd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 180–900 students; verify.,Estimated 20–180 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,76,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,North East School Division No. 200 main office — 306-752-5741,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nesd.ca/; https://www.nesd.ca/,2026-06-26
SCH-074,Tisdale Middle and Secondary School,North East School Division No. 200,Regional public secondary school,Tisdale,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nesd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 180–900 students; verify.,Estimated 20–180 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,73,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,North East School Division No. 200 main office — 306-752-5741,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nesd.ca/; https://www.nesd.ca/,2026-06-26
SCH-075,Hudson Bay Community School,North East School Division No. 200,Regional public secondary school,Hudson Bay,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nesd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 180–900 students; verify.,Estimated 20–180 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,65,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,North East School Division No. 200 main office — 306-752-5741,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nesd.ca/; https://www.nesd.ca/,2026-06-26
SCH-076,Carrot River Junior Senior High School,North East School Division No. 200,Regional public secondary school,Carrot River,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.nesd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 180–900 students; verify.,Estimated 20–180 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,63,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,North East School Division No. 200 main office — 306-752-5741,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.nesd.ca/; https://www.nesd.ca/,2026-06-26
SCH-077,Weyburn Comprehensive School,South East Cornerstone School Division No. 209,Regional secondary school,Weyburn,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.secpsd.ca/,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 100–1,000 students depending school; verify.",Estimated 10–200 graduates; verify.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,84,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,South East Cornerstone School Division No. 209 main office — 306-848-0080,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.secpsd.ca/; https://www.secpsd.ca/,2026-06-26
