Rank,Organization,School,Contact,Title,Contact category,Expected usefulness,Opportunity tier,Opportunity score,Best outreach channel,Email,Phone,Reason to contact,Suggested opening angle,Desired outcome,Backup contact,Source,Date verified
52,Winston Knoll Collegiate,Winston Knoll Collegiate,Winston Knoll Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,92,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.reginapublicschools.ca/high-schools,2026-06-26
53,Archbishop M.C. O’Neill Catholic High School,Archbishop M.C. O’Neill Catholic High School,Archbishop M.C. O’Neill Catholic High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,90,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.rcsd.ca/schools,2026-06-26
54,Dr. Martin LeBoldus Catholic High School,Dr. Martin LeBoldus Catholic High School,Dr. Martin LeBoldus Catholic High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,92,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.rcsd.ca/schools,2026-06-26
55,Michael A. Riffel Catholic High School,Michael A. Riffel Catholic High School,Michael A. Riffel Catholic High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,92,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.rcsd.ca/schools,2026-06-26
56,Miller Comprehensive Catholic High School,Miller Comprehensive Catholic High School,Miller Comprehensive Catholic High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,92,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.rcsd.ca/schools,2026-06-26
57,Carlton Comprehensive High School,Carlton Comprehensive High School,Carlton Comprehensive High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,90,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.srsd119.ca/schools,2026-06-26
58,St. Mary High School,St. Mary High School,St. Mary High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,87,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.pacsd.ca/smhs,2026-06-26
59,A.E. Peacock Collegiate,A.E. Peacock Collegiate,A.E. Peacock Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,84,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.prairiesouth.ca/,2026-06-26
60,North Battleford Comprehensive High School,North Battleford Comprehensive High School,North Battleford Comprehensive High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,86,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.livingskysd.ca/,2026-06-26
61,Yorkton Regional High School,Yorkton Regional High School,Yorkton Regional High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,88,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.gssd.ca/,2026-06-26
62,Sacred Heart High School,Sacred Heart High School,Sacred Heart High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,84,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.christtheteacher.ca/,2026-06-26
63,Swift Current Comprehensive High School,Swift Current Comprehensive High School,Swift Current Comprehensive High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,88,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.chinooksd.ca/,2026-06-26
64,Lloydminster Comprehensive High School,Lloydminster Comprehensive High School,Lloydminster Comprehensive High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,88,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.lpsd.ca/schools,2026-06-26
65,Holy Rosary High School,Holy Rosary High School,Holy Rosary High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,85,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.lcsd.ca/schools,2026-06-26
66,Warman High School,Warman High School,Warman High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,88,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
67,Martensville High School,Martensville High School,Martensville High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,86,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
68,Melfort and Unit Comprehensive Collegiate,Melfort and Unit Comprehensive Collegiate,Melfort and Unit Comprehensive Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,82,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.nesd.ca/,2026-06-26
69,Weyburn Comprehensive School,Weyburn Comprehensive School,Weyburn Comprehensive School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,84,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.secpsd.ca/,2026-06-26
70,Estevan Comprehensive School,Estevan Comprehensive School,Estevan Comprehensive School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,84,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.secpsd.ca/,2026-06-26
71,Greenall High School,Greenall High School,Greenall High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,84,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.pvsd.ca/,2026-06-26
72,Luther College High School,Luther College High School,Luther College High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 1,86,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.luthercollege.edu/high-school/,2026-06-26
73,Nutana Collegiate,Nutana Collegiate,Nutana Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,76,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spsd.sk.ca/nutana,2026-06-26
74,Martin Collegiate,Martin Collegiate,Martin Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,83,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.reginapublicschools.ca/high-schools,2026-06-26
75,Scott Collegiate,Scott Collegiate,Scott Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,78,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.reginapublicschools.ca/high-schools,2026-06-26
76,Campus Regina Public,Campus Regina Public,Campus Regina Public School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.reginapublicschools.ca/high-schools,2026-06-26
77,Prince Albert Collegiate Institute,Prince Albert Collegiate Institute,Prince Albert Collegiate Institute School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,78,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.srsd119.ca/schools,2026-06-26
78,Wesmor Public High School,Wesmor Public High School,Wesmor Public High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,76,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.srsd119.ca/schools,2026-06-26
79,Central Collegiate,Central Collegiate,Central Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,82,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.prairiesouth.ca/,2026-06-26
80,Riverview Collegiate Institute,Riverview Collegiate Institute,Riverview Collegiate Institute School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.prairiesouth.ca/,2026-06-26
81,Vanier Collegiate,Vanier Collegiate,Vanier Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,80,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.htcsd.ca/,2026-06-26
82,John Paul II Collegiate,John Paul II Collegiate,John Paul II Collegiate School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,82,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.loccsd.ca/,2026-06-26
83,Sakewew High School,Sakewew High School,Sakewew High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.livingskysd.ca/,2026-06-26
84,Canora Composite School,Canora Composite School,Canora Composite School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,70,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.gssd.ca/,2026-06-26
85,Kamsack Comprehensive Institute,Kamsack Comprehensive Institute,Kamsack Comprehensive Institute School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,69,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.gssd.ca/,2026-06-26
86,Melville Comprehensive School,Melville Comprehensive School,Melville Comprehensive School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,76,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.gssd.ca/,2026-06-26
87,Maple Creek Composite School,Maple Creek Composite School,Maple Creek Composite School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.chinooksd.ca/,2026-06-26
88,Shaunavon High School,Shaunavon High School,Shaunavon High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,70,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.chinooksd.ca/,2026-06-26
89,Delisle Composite School,Delisle Composite School,Delisle Composite School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,73,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
90,Clavet Composite School,Clavet Composite School,Clavet Composite School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
91,Dalmeny High School,Dalmeny High School,Dalmeny High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
92,Rosthern Community School,Rosthern Community School,Rosthern Community School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,70,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
93,Hague High School,Hague High School,Hague High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,68,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.spiritsd.ca/,2026-06-26
94,Humboldt Collegiate Institute,Humboldt Collegiate Institute,Humboldt Collegiate Institute School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,80,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.horizonsd.ca/,2026-06-26
95,Lanigan Central High School,Lanigan Central High School,Lanigan Central High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,68,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.horizonsd.ca/,2026-06-26
96,Wynyard Composite High School,Wynyard Composite High School,Wynyard Composite High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,68,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.horizonsd.ca/,2026-06-26
97,L.P. Miller Comprehensive School,L.P. Miller Comprehensive School,L.P. Miller Comprehensive School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,76,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.nesd.ca/,2026-06-26
98,Tisdale Middle and Secondary School,Tisdale Middle and Secondary School,Tisdale Middle and Secondary School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,73,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.nesd.ca/,2026-06-26
99,McNaughton High School,McNaughton High School,McNaughton High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,72,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.secpsd.ca/,2026-06-26
100,Carpenter High School,Carpenter High School,Carpenter High School School Office,School administrative office / graduation routing contact,Routing contact,VERY STRONG,Tier 2,80,Email,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","The school office can identify the graduation lead, principal availability and committee contact.",Ask one precise question and mention the next graduation cycle.,Identify the current graduation coordinator and book a principal conversation.,Principal or vice-principal,https://www.nwsd.ca/,2026-06-26
